"","p_cncr5110","p_cncr9580","p_cncr4211","p_cntrl2241","p_cncr6852","p_cncr5544","p_cntrl9937","p_cntrl1122","p_cncr4638","p_cncr2102","p_cncr8112","p_cncr8965","p_cncr1395","p_cncr9847","p_cncr8363","p_cntrl8280","p_cntrl1827","p_cntrl1351","p_cncr6369","p_cncr5171","p_cncr1414","p_cncr2842","p_cncr5302","p_cncr6214","p_cncr4923","p_cntrl9973","p_cntrl4742","p_cntrl6491","p_cntrl7387","p_cncr7481"
"11000000101001100101",1456,95820,237594,3257083,32704,133799,34099,446017,1380431,4,95,100505,3139131,146750,1276328,2403739,3396,258865,999838,4356917,4896,608134,420192,105160,88926,13054,413688,2607356,27176,31786
"00011001111111101100",6857949,81149,204552,63499,3786,3841,148994835,24313,68871,144,7,772,2360,4025,244882,451,13283147,402,32324,1675,5462,10919,1,13246,7357,347513,896203,14413,833,1873
"11000000100011111010",5786,146734,59125,412541,319718,892767,8413,2698,9441,921179,200693,6997861,2495,44788,94523,48894,260,15946,61505,2419185,51681,87484,147572,31535,5917,174265,94749,5446,21548,71901895
"00111111110011111100",2341299,1714615,149,456,18513,503517,16090,675364,114335,2514,4,177305,28523,5110,381378,2284,33469,358992,253237,102284,141558,13097,4,110265,206100,17780,3525837,1816250,66049,7937
"00001101111000011011",2552289,259232,18559,39788,568833,4290,2802477,1729,525202,1210,173712,49167,11034,247345,7953,802,21,169212,338233,14649,9080,37455,145485,9233,525021,2851532,1918064,13030,259720,8459
"00100010111110110000",84526,81246,680633,276021,1125905,187182,88455,979821,93904,2549,28698,1419701,2554562,281092,7144,74223,10624,46885,2611,819804,220109,639721,13723,198488,36063,15103,112157,192176,212326,1023046
"11101000011100111011",27299,2642280,19831,167355,4048,13176,1141622,141014,30970,2554144,40587,144693,503,9357,267292,79294,153285,985886,314075,103562,14863,1399,1243171,168788,44875,265148,413,6871,160,1804
"11001011111001001110",101471,89127,36013,4476,2819858,1150747,944,24704,219132,324304,40762,72219,4769,100200,497263,116610,89262,18416,249780,148070,6590809,527567,10893560,160553,3224747,414703,72166,290,50846,210781
"11100011000110110100",85780,66810,1591974,4206,3787673,7370191,33762,370865,22091,104741,1000509,56108,40826,50046,374432,769161,14294,116608,269921,55362,174131,887,41522,58847,183278,7039,33822,425,796,38201
"11001101010101010011",31470,3235,283173,98545,14702,8564,233655,4261773,412668,1016,19447,34663,610571,90179,6474,571596,5700,530372,16988,32779,211509,24000,858519,571466,22314847,420835,114098,138778,1073,616757
"00110000101110011101",1110,21743,3017,7560,61719,753072,1764142,1380,310185,27410,25639,321485,9611,325068,132299,235026,520020,649453,18951,501918,4716,101647,2730,169921292,26499306,81994,113227,14,6863,79004
"10001110011000010000",6796645,594345,35099,18684,1691465,1710374,1958,41649,1250665,494,102358,34480,13510,1623165,22294,4087,1103289,109977,6910631,196715,734185,4762144,3190,10275,39825,5018,85326,5841,16792,1847
"10011010000111101010",4328292,100661,584,504720,12285,2152,62103,266949,371908,3632,444,164816,12301,47933,15391,91105,18521,20139,4511,24168,209473,456056,298,1178026,44038,3550,34697,88869,3783,284
"10111101000110100001",159129,11764,21264,1579151,23605,7639,588,441255,643400,296866,790026,660344,117792,70759,45814,161970,63499,247,28006,220306,746509,251580,24141,15250,1075,1600249,3849,11805,8580,716
"01101111001101001101",309581,91,10870,101837,135214,28670,461251,1307482,75977,294209,288,836624,237,16505,13005,31212054,29965,2332977,35927,36243,34232,16247,4985,1036269,19,44351,7700,41687,719765,19948
"01101011100010000000",971,139431,789,261445,203313,6405,9547,1841,2028,39626,318085,65,190687,15655198,203376,5419676,157965,51367,17494,6113,102712,9780,1759,10033,3063,92002,907098,635077,247540,5598
"11000100011111101000",8271,196497,14561,13,13533,117,15966,66897,52322,17544,1657446,147544,84244,3746,1944801,19197,52770,69839,665,66803,375377,2048505,3078,4711,10542,27108,4007,1038964,3262,76365
"10011110001100001000",57616,1856012,4326592,39981,40963,602695,8602,8180,92487,59,12916,44677,855000,207683,678028,1256762,23656,1858926,280676,55246,11537,252267,71711,12156338,21315,6216,161625,7775,648308,259
"00010001110001010001",2085567,290166,1217,44966,20587,41372,59121,873094,10047,489,120,3248,616,20065,4511,64,41910,3650,14559,119588,7233,2245,2,19303,5321,56951,11500,18797,9229,30004
"10001111110111100010",381069,17416,11243,1790,137827,85178,734,172909,1094901,92473,83643,3937575,257016,282758,316057,20884,18011,305979,71974,431687,202848,129742,3135,26805,2376456,347428,43618,257961,125493,70062
"10000111111111010101",58811,108447,51554148,25072,33679,1791034,26886,15060,52245,29946,1143762,73178,14568,619236,343982,73428,13884,64322,36584,371596,262066,95578,253210,84800,54970,4716,1310,74706,146517,28606
"10110011000111111000",93601,59402,112878,135549,67824,76726,28072,94924,1855,2881,536,2854999,14179,22,15683,134937,404956,504393,15261,4192,11842,1718,1,21774,1217,840908,10257,2526329,262,8898
"01100000100110111011",222841,47139,153494,327154,190073,2875,684065,75912,4723816,1424240,101258,383532,256492,39725,51534,1963749,198327,14657,43841,1549,17106,85496,720525,251,41626,111662,249842,62480,14494,29075
"11011000001010110111",14495,21041,27201,155498,2601,28015,354541,23168,83,846,69675,3125889,67101,159476,72606,1548,22117,6508,32883,127780,69441,822,91703,46797,22736,11629,1636567,1363985,7631,3145
"10100010010000101110",124135,60051,73594,15814,117312,55245,606283,154354,452747,979157,268011,73562,327862,10775,173725,156,2939,135916,19728537,2599764,307675,488155,127844,12188960,424215,41166,66768,66518,616501,2223631
"11110000000100010111",6133,46065,34206,4296,17066801,181996,7923,7923,1164,2138,112982,27203,26069,631396,18002777,454950,177490,21403,78149,14776,12148,38689,838987,21159690,11287,49945,77060,42754,87584,19518
"01010010111001010010",623723,21278,22168,61819,60032,2058746,2199626,211280,704533,554,3230,107,40,145146,75477,68163,26468,125988,35763,34744,13546,218224,1865,4475,76040,11396768,22840092,665231,8217,34949
"00101111000101011010",89048,510163,200344,1785,5353,1751053,2933,498126,1156,62232,227172,1149552,34638,12443,100576,42485,9480,20936,6276,562193,7054966,1274553,7024,957270,207834,1914,65512,17909,155579,2879478
"11101000011100110000",207824,88,10679,3251,570,28772,2512,141165,52507,1928800,1739,101074,9389,51332,1818,3130986,1309310,377093,5214,6339806,2701073,9722,902357,46,10655,410630,7204174,360,73,328708
"01001100110010011111",45255,251205,378281,766879,2075368,11223,555600,141912,305036,36203,238170,10263781,772386,193831,29896,527,195087,414345,447128,566828,83572,393645,166606,549123,8054,61983,2914,16524,16387,1867
"10111011001101100010",98257,200082,649,172537,2222,1764,1059491,233659,190031,32855,35,2663,3547,12752,33370,86259,495922,1215650,7264,43667,64289,1258,35,76429,85363,3455507,204027,41313,2405,15236
"11010011111010001000",14286,5806893,817336,232,21076,204889,302305,244467,168841,3832190,249956,1781843,51257,112034,76276,2081091,13125,52387,555182,497,192722,100758,3503709,228,870814,26338,79054,10619323,20898,707854
"00111101101010001100",68574,449792,5894007,370,73920,813087,292759,694987,1191465,7763,889637,2677,16450,5622,227092,9426,163618,1508551,190043,23021,115034,15660,134818,1855,11419,11037403,17598,387511,12899,1053
"10011010100011011000",18234,32885,2116,421422,56,1157,23594,24372,3071,1071,878,36311,12640,42346,4520,573,505,88049,447789,10238,1773,772,68,2504,2243,10596,834835,294327,81493,81
"11011010000110100111",51587,230886,63051,5500198,2951179,927677,8287,1143668,989721,105069,1994,181796,285012,22702,518197,119840,60066,2384597,266336,126908,1120306,705339,92360,1293812,75,131465,51691,365042,58457,1409
"00101000011001010110",821061,6580,4832,61026,168663,27419,15956713,5200,2483,673,63501,74795,10626,59543,86574,4081392,836292,18142,3858,65594,46389,5080,67723,2853,78954,29789,13112,123760,6545334,13611
"01011111011111101011",2244120,351277,5198,102320,340,314003,190243,3161918,46603,718,74,658831,8826,78354,43649,485,972513,1095834,14290,5835,2768,14715,2681,529,3999,19907,36441,46533,13488,17489
"00001100101010100101",1399342,8281,362091,2757,170233,29626,393,162260,465448,18306,106395,4316,90844,533813,667,116577,1970,29880,145611,144203,14934,189990,519619,31712,56943,49903,931801,51370,39077,76667
"10100110011001101111",7868,569009,4472556,51430,13004,11315,30007,31409,100122,144736,1956,45868,20006,5348,1455742,11120,41260,21004,28067924,35137,583989,312622,24034,8461397,1151078,28243,7619,7888,1129899,897825
"01011011011010010100",4189400,3371,4693294,428569,7636,2440209,1575,33500,125684,37224,43023676,143034,6682,1972630,341521,10974,350982,1962902,433859,29020,7366375,867151,3,5792204,954270,621,53040,225524,13758,14429
"11100000011111110001",11024,32329,470,12912289,1120814,27498,42582,1139730,422735,428631,57688,26547,312,1474823,180782,843,923320,589717,3528,1462375,25967,14932,501409,5373,231456,48668,186066,34840,66906,6190
"01011001001000000101",332988,277798,20902,5633,117621,22366,2332,207029,487842,16359,1293,314132,18886,3255,2351369,231785,97130,106092,4039708,1887700,25451,1899,33025,988075,1680,41569,13096,897730,59193,60023
"11110101001011010011",502751,127868,21811,23320,237930,5716,109907,1709,6800,35067,136,35110,5,59884,102961,98892,107690,58504,4612,8832,320,671073,747,5665,50625,23799,2579,438306,64904,102113
"01010110010110001100",12112,5584159,235566,17671,1626552,1295823,38926,3805,24240896,1343088,1278695,99770,2849,4068014,188881,1705542,59847,44109,1101539,512312,1058660,30983,83258,6957323,82430,979,130225,233554,83,17606
"11010001000001001111",2561,77376,60,24265715,30046,4020,739,184339,3334,10228,35,2088,855,11604,49025,109190,125259,8023145,6703,1407879,165596,6731,15,1913,3942,1327,1620536,875395,962,57257
"00001101110111010010",57144,6841,2009,12201040,1744,82912,212588,1167017,3439,84315,57467,877,81772,251655,491668,349612,2109001,3346357,1284430,950,12589,573040,294094,215330,387403,266746,6756,45128,4348,1367873
"11111001111100000010",92954,28695,5968,655359,280320,1433,1674,319736,62740,99459,59160,9709788,689023,2617,71991,8593,2308846,1482,101353,45924,33627,135247,692739,30393,2155438,5904,6607,1746551,29542,6626
"00010111110011001101",18544,378497,83911,2737,438,97713,224814,88638,533615,5709,26,46853,59652,1143162,658398,286624,260612,84452,2777,95768,1239383,53639,4210,86571,26302,2654125,27141,586688,52761,38016
"11101011101110000111",23803,441939,40692,10500330,2088,995081,83565,5929,397871,365065,11087,1960335,238655,1266685,2200167,22441,3476,2465,14947,48405,307081,2882994,93971,370858,976,26202,182062,1044811,37813,42611
"11011000001101000100",1708304,1442,301,10256,27217,7749,1623312,64906,879,1545,10,7780,483,17255,5981,836646,502912,29712,6840,84189,5097,166881,19,2319,2564,6614,3028539,18522,1243,70908
"00000010101010110110",283485,10142,6636,1506508,303325,1841,138844,1671225,899,103455,145663,355252,2261,9251,109799,50392,50265,82382,421331,105755,507,620075,56199,925379,3594,1523657,2739898,62981,266451,5971
"10101011110000000100",172537,548563,892,10876,99544,36623541,4349596,394482,25828,56087,2162,13827761,6521060,269895,69028,25,47171,7281681,1198815,7530143,646357,45808,2407255,16089,814624,2139,150783,21802,316,191810
"11010101101010100010",589514,3161,185845,5417,53728,13561,27103,25689,25157,31829299,159097,1664304,124000,96333,176841,5541,664392,707064,29683,16296,22740,379074,38300,111838,1340,303744,9165,8004,52336,22800
"11100010000111001100",563981,105378,19302,439924,4584,189575,3538,3784,369,1723,80213,1946546,492002,62128,23383,89552,44871,150503,1674335,7128,1373543,40722,18682,1378756,191131,115011,203911,25571031,2809198,5997
"10011011110111000001",1042362,37886,3234,308542,67463,2591,6964,16114,42776,10056,115,21674,19218,78644,445048,1723,39415,16596,77249,8334,439416,122066,261,458698,331,59655,49871,307064,758,5588678
"01011111110100010101",192354,32798,7274,270221,3592,8236,23928,31636,223367,275,872176,123968,211618,123277,42126,5734,3664,34394,34706,212917,253662,1535,4524471,54640,888903,69061,1032047,32614,220065,3524
"00101001000010111010",26225,306,116894,13101,108796,23377,12978,123915,348675,63604,16882,397753,731,2687561,134767,2074,222771,54547,48543,44215,1974712,4622825,267316,148506,20206916,32495,1211318,657952,299381,1047846
"01010010100000110111",244643,3195,6102,170338,62698,5946,800,154054,7080,17516,292,300862,230126,1330,8788,97834,768343,3344,17145,10929439,1721,1557,2952,1167690,32822,809083,531288,1985,874064,70896
"10010100011111001110",2479163,1702,6738,60487,867,11612,208901,111276,60533,7056,15,176727,108694,75314,602575,3924,5516,116651,35273,14008,10950,116582,101,59981,531826,13608580,12521,11997,974,11500
"10100100110101100001",172469,181005,433645,92463,7067326,90659,70630,508026,291246,197252,18466,58966,2364159,13283,12921,3377153,62969,6175,9505,36102,464986,31625,26052,499006,125494,855051,19660,1275,84103,8030615
"11000101000111111001",792543,102689,410,486019,358804,502510,3089,19254237,5040,67834,4933,841591,635378,733229,28999,568,12890,5451,1850,97834,154798,23092,248946,3809231,4727,27842,222625,56436,766758,82249
"00100000111110001010",14704,90986,918,3231319,11537,8992,44047,16508,14228,162123,28030,461742,6285189,2049653,10864,4450,1848650,28709,40985,87986,764287,1238,4537,818311,676,44460,96750,586960,635231,1829304
"10101110111100011100",44929,2191493,1485,61831,2664,198386,78047,47882,459533,1841,176030,6240,81186,3328902,13477,159527,109048,2039143,16645450,3773558,183045,9138,850286,812783,14697,498385,383780,6125,2230,927734
"10011101011101001001",248356,7979,95885,96974,83599,3909,505018,284319,61209,49565,171,14816,42307,17735,955075,446903,7316233,362254,19177,6260,3291,93908,250,1523,157778,2962849,6143411,198690,231,53207
"00001110110111011101",912208,2239636,51143,361832,4525,172974,188859,393054,453749,18981,2845,16184,80247,814022,63370,1402889,11060,34262,30100,271096,101862,3367,5761027,185383,3642,9704,45197,955,648,6362
"10101000100110011110",10523181,11220,969,1229981,184165,24737,399323,469851,8598,30708,145324,6713214,18474,36119754,245045,831250,17311,891512,2827,698065,35962,1596232,1375771,985,11978,227303,300,152711,453394,1468977
"10100010011110101100",976499,711790,48768,10261,8450,62934,32795,357170,9247411,1052410,118383,12040,4388701,53481,157678,10995,27545,18584,112341,74857,1896954,8118,4205,532647,836423,1458981,1773160,9987,30518,320281
"00011011001011000000",148640,21050867,56235,3591,194,606594,577341,47466490,552978,2182,88,187821,269959,642,1722,38175,222748,2599,7892,10483,7976,12896,62,634327,697,1043191,834699,1044062,9444,6572
"00101000100011101001",22634,423485,2677,28889,703678,7510,59537,4414827,23095,408386,2491,14891,912,474267,281840,4329,14676,539246,1254944,664143,285803,1572468,1533,3655795,68,25414041,4086751,3163303,792043,937310
"00101010110011100001",416060,8443845,30285,5270741,4944326,740996,23883,41702,2006370,135725,224419,103959,4714,1514368,34931210,40536,238771,488871,287570,537537,2370,259298,16266,9306,817957,2275,6335,4558,29678,142355
"01010010100110000100",76822,17403,41083,1120,1127503,79973,1122,63796,900,2420014,352793,8260,963,12903,1321365,1007197,477441,31362,116116,2704,202991,286290,4700,5827770,23202405,104766,738103,63292,8333,40739
"01011000010111101000",9310531,47819,160,6318,879,69883,83724,587681,658615,616,279,15913,81298,9634,1914,22036786,726258,78222,9354,7803,35781,23883,7,70992,10242,600507,46325,3638,3511,105454
"10111101010011100110",310599,497977,12162,1161411,309387,43562,1642487,50596,321869,236,18,143744,7494,2448,5383,7911,494390,167407,32589,25584,33051,3157,17,14311,1097,2299443,6674756,48800,40029,493695
"01101010111111111110",8020822,1018854,21182,6660403,3541343,1060228,574398,193,2082894,208265,48476,2271,20,11167,46761,109786,689707,109171,361637,395519,52492,210525,19298506,12001551,135635,120,227682,6856,2297,3239844
"00001100100000011011",400825,18,40764,6801,65516,63734,6294,2969,247198,251755,2243,4537,44433,4468,10006,595,493795,2452627,3483540,14171,2428,40319,822,28549,198841,58014,60305,8380554,79117,10356
"10110000011101000001",76,11094,71610,3462071,105,907,164401,1363205,43295,35591,148,484,18138,16615,3550,2442747,17996,18952,2375,939,115425,3655,5,1618,16864,15782523,3845,56144,12757,1159068
"10101001001111000001",3214,18130,1657215,1101058,103341,2675808,5027,2235,1528544,996804,555139,518,112766,5740526,51705,21730,39450,5783,20,232769,268595,3002,14868,21118,1238,85280,1131,224782,492651,17147349
"01101101000011011010",4018,817,2824,1306746,38072,237657,1664,221450,7320,2391630,4910,403371,13796,27434,2857,15960,70302,27034,5814,206615,785297,51811,91182,675023,5372136,217204,20484,4380,13253,13657
"00110111011011010001",39355,23495,251446,4080771,4110,1908217,286439,450388,29086203,154470,433,6117,1986,25957,97363,40186,2333715,31530,21994,1237,277189,157013,799,241720,20377,6263218,948477,245644,1346,46118
"10000010100110001011",3837,1400014,2506655,8979,8686130,593120,5669490,284709,2792051,5891,355301,4686,125592,947,5108382,2639,8808092,41313,9281,870476,257567,20999,13475,65513,3862,12485,334584,122788,14712,37623
"11001100010001110000",7644,4970,80302,1311003,12971,8773,319787,164881,36939,27949,12367,202686,39301,83188,10514231,31362,29639,280861,31700,2758,25348,77714,4112,15115,298763,3056849,62073,59721,4717,492705
"00111111000110000011",202252,74425,130014,546750,520503,92039,860730,190201,39962,270982,109898,21239,24569,1776248,11309588,825,12661,7753,107118,30084,3163,28263919,5019,250,524706,15920,4203,153891,58860,57878
"11101011101000000100",1686,3600436,84520,1673,3374110,53468,21285,233237,1837,7920,1988,52919,6716,9793,72730,147086,20750,32248,123786,3619,537633,1236,266710,1816,4890,12632,57059,3523,62295,876
"00100101101111001000",505885,102219,144703,79700,1657,26758,548680,99833,102332,10158,127839,4529892,2586348,578,613,350762,35760,113665,5653,109445,44191,1035992,3402522,9003,1151543,8177,111347,28796,72400,4700067
"01101111010101010001",89141,3220,21503,88341,1017811,109072,216,2853043,62829,3476436,568690,14390,38,7658647,96570,1621029,11751,50694,1110226,196445,5778926,56617,11185,255007,5927047,11274,277870,2979025,3791,136059
"01110000101001100101",73670,237738,66,470509,44754,2801,97393,20047,63370,300,229,16546,6164,26074,434107,48277,302,35700,40797,82,14937,16928,108,184,40386,2812275,356660,2428623,26,49779
"01101110101001000000",28383049,11638,118861,12739,70246,234279,5560,157754,678651,7300,1510338,41751,95083,5677,10325,11204,1149,4514183,2166,287311,38657,22176,14168,243170,877453,346256,83184,369724,6116189,667557
"11101111000001001000",3208677,2909,9541,1457480,308,887953,67423,893,6785,423258,313298,888,9397,1596,3911,426032,1138,5328,3704,7824,56333,102903,2724,257,185656,381,1362,601322,73797,26787
"11110011010100100010",488,554119,1456281,118696,392234,1731824,58951,4349631,210489,10386,482583,64026,148695,3102,1863329,1591257,145646,41252,791732,104306,281943,243864,314937,2022,578448,42144,260434,501794,1313637,759449
"10101110101110000001",71113,871370,17750,128101,1458651,10263,97463,481,1446528,875543,581525,18974,320660,43029,3683,121644,116172,16967,1559,34745,14986,20622,2951,1868411,28304,12561,1556924,234818,63280,1462693
"11101101101101100110",537,17001,13486,74777,624407,84089,4015,164796,112309,37381,191340,110421,36791,2334095,14843,71117,336744,13031,2262752,36696,14645,94208,239943,173608,947,174885,98272,10346,89000,5939377
"10010000001010010011",23016,137639,1140859,2824,27955,100938,1246728,164873,1013,30712,40896,31374,738780,2663,16547,155694,2083,61033,3468268,1062,6423,982,156837,996,922667,5730,5951,2847,29735,524787
"10001011110010101110",841992,7843,940871,27864,865183,116707,65145,771,15325515,229383,53975,293139,11926,76654,28642,4533,53748,204175,11996776,497055,1055454,475744,1811,31032715,50900,2586,121055,2346,351,57386
"01001001100000011111",233413,1219365,99936,6011,60435,17886,220679,45040,492708,31623,4670,861251,559650,433670,3421,15374,309065,493332,590694,62302,110776,141328,58331,344803,83317,312388,62432,5350,59870,19067
"10111000101101101011",76913,2899,2029,2745,4143,1651188,1125,25385,2157350,8750,518,23490,58932,141791,18137,1864846,5765,7572,150134,436,19793,14901,191,259,19397,967,1563158,143649,47324,3434
"01110110010011010111",763,110239,1764,1170954,1685,241971,250216,5866,1999997,20951,472,11464,5070,74909,69055,8006,40702,18414,94,271064,81864,6125,1161,5846,337534,615,21396,350628,300,32600
"11100000100000001001",902686,302845,1218708,318086,18121,6662,131754,7153,57815,126879,125550,2443,11686902,1251179,58039,3848,278126,87860,26829,32704,4142,989,16946,59752,406,4933968,40990,70371,12975,1398329
"10111101010000000001",383427,11387,82105,37255,15150,9799,86773,3232,199770,128954,849487,398222,38505,97491,144488,94647,98185,29831,1119,35236,26388,986,402482,17797394,398402,182037,50825,36371,1231103,92482
"10010110111010110000",262596,17380,4561970,17322,46342,9082611,9346,8480,763382,84040,769430,9437,6343,3190,24397,82305,512,257643,392760,26650007,1845649,1436,79607,3925,1738028,18175,28480,49763,231388,2259
"11001101001001111101",797203,11080654,222924,15698,49736,1901,122251,146135,1022929,21532,103736,46646,2045,11092,233219,304764,5038983,103232,41941,77127,16387,22451,39010,152061,96565,530695,1527,6987,15281,620456
"00011001011011001100",388148,16093,8154,411282,62,34275,39585,10518,2313002,6853,28,488037,186747,358157,26425,78183,1002687,502749,7114,125,99835,134364,3,26318,1404,1040367,1650074,411963,80,252
"11110001010111100001",229,1166,3845,5002,34735,52980,128520,38687382,795,30308,390,463617,315827,6606,3399,2189216,236589,30350,77771,2025,80,17054,145,368,125658,1004,126886,73165,86193,3446
"11001110000010011100",1155425,15713,2528,5207,12893,97166,144254,1697,6000,532,11292,78161,79166,95759,59327,4333507,1114,636365,186,49863,1100148,705528,14691,625590,7951,11740,7544829,128260,633912,555711
"01111001100100100100",5872055,47057,10707444,510004,128565,7206,65544,205059,27468604,11529,5637,467,7242,341197,2341031,59316,162665,335836,88722,11955,121340,4996907,347376,174355,90,90616,205110,16814,23444,437580
"00110000001011111000",189027,43062,19828,1182788,2865,5964,37825,66470,126728,447,1,7989,18325,6367,18480,5334,12592,2365,3741,54338,219498,5872,513,15008,4890,289143,619814,778,2901,966
"00000101100101100110",204307,649975,14440,49932,1754153,164304,4613,1807,15228,3478,1182561,15132,161651,20479,263,1018,4236,5211,2026,1645,4209902,908018,207005,6285,39379,3597150,410969,134800,92265,6991
"11001001000101111110",4653508,7960,1256737,4623,755886,6003,17267,291850,585150,231558,2442,2985,20701,359404,4389,12333,130945,458119,474148,127062,4352683,59213,5069969,190547,1520329,802163,18748,4656,29464,11719616
"10111110100100101100",312722,80454,43673,1214382,77402,20934,216058,14589,147591,228715,180062,2676702,33791,15104,64996,16191,41458,1506249,5822,553761,79170,45763,90209,1331570,6886,25794,80777,1837,425946,29916553
"00011010110100001111",4055942,89097,224143,12459,238040,96036,5202,85122,26242,36675,192437,259402,9286,473331,13702954,38751,110248,115881,501,21403,6589,2922750,888203,1087266,10159741,5284,78762,860353,267075,1823061
"11111100001011110111",40775,362508,27957,3648,432,1421,632207,2312092,14,119418,241,717047,904,608,11363,11666,3000392,58632,9603,1138,6327,1377,1936,414575,158,121400,1509825,781933,66627,261
"01011110111010001111",860888,271727,397855,127693,4418,1065160,50581,725056,1835668,178906,20,328357,6539929,717971,861109,4391,2191,517,16163,2085,5440,756445,142787,1006851,1673,23104,37707,15428,54,38159
"00101110110101000101",13919,601388,206414,139195,1115761,4452,82978,362358,1193124,452990,508278,26940,87721,160734,225911,57404,78677,37028,2227246,561927,50539,72532,2290,6770931,651326,154157,2350,238219,34494,4391
"11011001011110111110",5569,44791,8765,58701,4441,31424,125540,128462,55053,16836,56938,90301,7671,3279,2761,59547,316387,14679,6617,55203,117755,11720,19573,7166,178619,253060,114469,54601,184940,39509
"01001011101100000000",12049221,6201,7764,2499172,140914,106939,2279,7754,802,1467,1428,301845,15189,17271,127207,2979,2907072,3808,533,24837,189970,1723,745,48310,2939155,148495,100462,3275,13965,1306
"00110001011010100110",87658,358,211117,62830,46543,83900,517,3589,489706,1239,29897,637273,93775,141572,550778,43383,245629,95415,28156,441658,68412,69437,36598449,24436,672626,132010,107786,32236,24718,4697
"01000000101110110110",2118,14234,95747,11773,45790,78014,197219,275,786220,9788,895223,328267,89923,83684,200722,5834,71205,62003,3607686,3227,408335,129,533,120687,28,182,2260,138276,57525,54328
"01001110110101011100",3441200,5790234,1733,53301,1926919,63887,6694,278783,5399000,1639,40981,508176,404125,347647,1090395,2432,36085,3825,1423414,188277,1551615,3196,29642,197452,531049,416593,5079,12212,6940,1510002
"00001001101000000100",2784,3259485,9629,17833,99215,9553,36224,208072,39707,905,77929,41990,36599,16678,5368,358692,142900,383595,239534,55661,15832,312349,313735,2303,5018004,1376,11758,1000949,238761,382373
"11111100100010001001",195153,6407,1071283,92119,93959,357,146306,360875,12298,4834631,21409,36374,1114,890808,65421,80033,1188286,663464,523073,4971541,40580,63223,7692,646429,46312,35408,3840343,44028,224358,9841247
"11000000100000101010",3632846,21905424,243071,1203,604838,118932,28430,35463,464328,2477716,22960,32002,39881,458178,5223587,140682,1408917,496753,58372,78688,89683,18665,7172,449,91,22567,443798,156290,290513,9901
"01100011010100001010",655880,25499,141776,30308,3689,141079,168,92894,135728,11985,54791,19958,316293,10117820,80835,54143,622007,8150,1027248,2788207,27861,12319,343117,20326,112336,967,473,24196,72252,19249
"10000001011101111011",1407,1471,105406,277216,400438,9579,119088,1890,2310,89121,12440035,914,47413,112215,29738,3171781,2160,837,807,1108453,9089844,748814,492014,566293,20415,6644,122413,10437168,113544,289
"10011111111101111110",961783,54996,1656,2790642,529,590875,189233,73199,42678,5455,35,62539,420886,614,47130,40680,12924,4778,9882,588391,305042,4442,1055,8207,242483,4011,213692,29291,7124,7655
"00101111111111010000",12008762,1427916,272721,43321,15320,260197,331972,33787,908512,549582,63296,635699,473728,1065438,506709,188997,269387,319792,495609,8004410,451240,21068,328656,643018,900458,2601,58850,144,1264,30283
"11100010101011001011",388,127821,104389,1135676,25749,184545,6947240,4561737,1266,69593,3127,457520,184280,3766,75409,52136,186057,42546,86,239786,429971,2219509,3119688,2570,2044,4441,223753,174540,30044525,6
"11011111111100000101",41185,175685,1265099,34733,112393,16710,25942,181864,11332233,1797,15159761,133823,1410,133639,85074,26328,15155,77662,196626,4930,2743216,66404,12630,44509,6700,61618,118981,2057103,2324,36323
"10100101001000001101",91309,132160,180909,72422,1141667,64785,10495,10605,68157,42859,744052,6260,19801,17572,115868,1962444,10258,464562,30,272701,23567,819925,6609664,40858,43082,206210,313,648529,296948,63756
"11000010111111010011",681442,69325,47647,502775,1774412,17986,363156,87319,5289152,21690,380321,54241,3255923,245014,27085610,876,2123850,130115,722238,169739,14668,56347,143097,37061,730637,174489,319143,16523335,171,29784
"01111101010110111000",722,78297,71164,56304,349864,4290,354412,1079,4875862,125575,601381,1076098,57050,738032,400072,201756,1565,11401,234099,17178,171103,29478,126651,297305,5075,102344,20125,2731,222160,457
"10100000011010100000",888,8199,19599,133921,1273,3422,304151,1580904,848,3116473,3897,43089,11514508,2238203,49993,71938,14955,2752295,6533740,3870,41753,111133,117456,130330,12594,2150,13688,980,10393,560
"01000110110010110100",227476,45330,776587,16737,109122,2312737,109875,25603,28706,13259436,10200,586879,11147,259790,243271,1336,1853,1442062,199497941,54469,596358,36297,3847,1874715,122700,49852,445534,3161,408,947
"11010001100000110000",106380,101384,24204,203838,42877,66013,133,1223110,1163474,2314,4727,33618,28272,13245,25314,353224,4932713,80675,49409,15895,8402,996430,68990,31666,2796821,2059,613999,100900,76081,114816
"01100110001000111001",49871,1709,20756,15226,64504,138985,100672,169004,8736,1487,42225,950901,352562,340979,147188,1297,287,1155781,16252,20142,100754,14636,14089,5344,451,1875,158,2656,66627,5245129
"10010100100100101111",1044566,3197,78667,5145,292936,2528,195667,11300,1000,1459783,87554,11653,237396,16983,563395,328089,2129,836,126086,159748,35850,2664,8774,2447,50479,43650,132122,264991,959063,17332
"01001111100011000000",289237,30307,265,935321,579132,586097,72950,293389,1013808,247672,33543,862006,35811,23772,200265,5075,126762,1877,67725,393453,933711,1919257,792709,514124,117713,9983,337684,74117,1870814,1471
"01101011001101110010",291491,8506,154484,2903252,1087,1731961,710057,7918,11037,14305,1551958,454400,46761,763573,97009,2121,1186,57425,519219,309964,1611096,302890,54184,2496,42383,72547,5530,561418,412478,83
